,address,balance,timestamp,dateUtc,Vote,Round,Project Name,Proposal State,Proposal Standing,Grant Category,Earmarks,OCEAN Granted
66,0xcC7E9b8331bea863a158589E8EBCF118C72d0683,2050.3137420894905,1612472514,"Thu, 04 Feb 2021 21:01:54 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
12,0xB9D10940Dae76C3e50d422C754009eEDa22b4eA0,1247.1454543226057,1612282661,"Tue, 02 Feb 2021 16:17:41 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
2,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,16016.997354125702,1612276039,"Tue, 02 Feb 2021 14:27:19 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
24,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,1700.0,1612290301,"Tue, 02 Feb 2021 18:25:01 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
6,0xfc1719d6eDC4318820d02C725b4F6e530D11Bebb,10177.493,1612277668,"Tue, 02 Feb 2021 14:54:28 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
47,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,148.00963432673367,1612349286,"Wed, 03 Feb 2021 10:48:06 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
70,0xFc1a540517fB09d967B5fb22c63F975B1e729D4C,44414.4,1612473322,"Thu, 04 Feb 2021 21:15:22 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
71,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,11876.9,1612473442,"Thu, 04 Feb 2021 21:17:22 GMT",Yes,2,Liquidity Pool Handling,Funded,Funds Returned,Build & Integrate,General,10000.0
27,0xF8dac7973f0F444E19bf671915187A0A92f18313,8000.0,1612292772,"Tue, 02 Feb 2021 19:06:12 GMT",Yes,2,Moon Jelly,Not Granted,,Build & Integrate,General,0.0
34,0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,1612302666,"Tue, 02 Feb 2021 21:51:06 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
0,0xB1bF4E002F13924a139C032d851DC0562D219ED1,6800.0,1612274665,"Tue, 02 Feb 2021 14:04:25 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
60,0x12BD31628075C20919BA838b89F414241b8c4869,23804.9,1612431679,"Thu, 04 Feb 2021 09:41:19 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
4,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.6879494588621,1612276699,"Tue, 02 Feb 2021 14:38:19 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
3,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,1612276677,"Tue, 02 Feb 2021 14:37:57 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
32,0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,1612302362,"Tue, 02 Feb 2021 21:46:02 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
33,0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,1612302451,"Tue, 02 Feb 2021 21:47:31 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
1,0x3951498C5551E7552E536f63eD3e7c861b0f8d93,94.47565466359568,1612275942,"Tue, 02 Feb 2021 14:25:42 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
50,0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,29999.97808381,1612361145,"Wed, 03 Feb 2021 14:05:45 GMT",Yes,2,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
53,0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,2099.06,1612372999,"Wed, 03 Feb 2021 17:23:19 GMT",Yes,2,Project Coral,Not Granted,,Outreach,General,0.0
16,0x01b8744f70cE3386aac11365516B231A78004198,30388.850595227424,1612284593,"Tue, 02 Feb 2021 16:49:53 GMT",Yes,2,Project Coral,Not Granted,,Outreach,General,0.0
77,0xcA3Be6575f123f4d0DC371Aa6660D7977E98f010,1925.1233803977195,1612478574,"Thu, 04 Feb 2021 22:42:54 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
65,0xb0f9E24fC04b7fD4B17D0FB7b1427C6CBda24b1C,10000.647888781026,1612472373,"Thu, 04 Feb 2021 20:59:33 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
36,0x8dB040D2A95c76805f7F24B146f273ADdbB86ed1,2035.927498958015,1612304329,"Tue, 02 Feb 2021 22:18:49 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
17,0xA78B390F3446D57cBFa705793Bfc8b1c264D73A5,3330.071346721308,1612287261,"Tue, 02 Feb 2021 17:34:21 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
37,0x1Fa4823613Fb2424cbDab225FC1eEfe3Bd293c84,23037.5,1612307088,"Tue, 02 Feb 2021 23:04:48 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
29,0x7186d0ebafB8103F87cC500649389aBdD4E756E7,362.97618523310194,1612298034,"Tue, 02 Feb 2021 20:33:54 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
28,0xf2Bc84dae97DC72000404eeF5cCC04eD236e9a79,12602.21191054353,1612295002,"Tue, 02 Feb 2021 19:43:22 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
26,0xd8a7b5F1bf69b66a1ba464aF5c6adBA17C120EEC,480.0119222701831,1612291269,"Tue, 02 Feb 2021 18:41:09 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
45,0x81af0c37d201a73788a2bcc6f6eeCD038FFb633d,63.19298904529172,1612347085,"Wed, 03 Feb 2021 10:11:25 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
49,0x60020f103fE5AFE856A84D0C6A785e3f121E98C3,522.2631135017409,1612358538,"Wed, 03 Feb 2021 13:22:18 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
55,0x519E21a4BF3eB67d811b04B4d8d44dEaBA5F5e0a,88979.12097367266,1612374075,"Wed, 03 Feb 2021 17:41:15 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
57,0x2A1458F2C22d011547A0E4Ba47491D51Cdf7cc49,5911.823165208858,1612376536,"Wed, 03 Feb 2021 18:22:16 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
18,0xDbf569b55C210d3062fE5D15575D854DD9B330eb,105011.99969018,1612287550,"Tue, 02 Feb 2021 17:39:10 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
23,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,639.4154515436492,1612289931,"Tue, 02 Feb 2021 18:18:51 GMT",Yes,2,Research Data Economy,Funded,Completed,Outreach,General,10000.0
46,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,11078.0,1612348854,"Wed, 03 Feb 2021 10:40:54 GMT",Yes,2,Resilient ML,Not Granted,,Unleash Data,General,0.0
51,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,25934.1,1612362681,"Wed, 03 Feb 2021 14:31:21 GMT",Yes,2,RugPullIndex,Funded,Completed,Build & Integrate,General,10000.0
8,0x2BcA3836741FE09f690ca7F1EDfCED65968D57C3,33532.8,1612278164,"Tue, 02 Feb 2021 15:02:44 GMT",Yes,2,RugPullIndex,Funded,Completed,Build & Integrate,General,10000.0
19,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,3610.9807133168742,1612287829,"Tue, 02 Feb 2021 17:43:49 GMT",Yes,2,RugPullIndex,Funded,Completed,Build & Integrate,General,10000.0
62,0xA37De111022BE90A5ba966906c6C610f787bA3d6,125708.72772,1612463312,"Thu, 04 Feb 2021 18:28:32 GMT",Yes,2,VideoWiki,Funded,Completed,Build & Integrate,General,10000.0
73,0x5e22b34F2708EA7e25918B8FCF816F9CfF27a331,8062.683748622426,1612475296,"Thu, 04 Feb 2021 21:48:16 GMT",Yes,2,VideoWiki,Funded,Completed,Build & Integrate,General,10000.0
22,0x42a19cd756651A488f1899157c45Af929bf3695F,22660.00001,1612288560,"Tue, 02 Feb 2021 17:56:00 GMT",Yes,2,VideoWiki,Funded,Completed,Build & Integrate,General,10000.0
7,0xFE53E594f981e234FCc5e33d3C37943C81766485,83.66205484410322,1614696328,"Tue, 02 Mar 2021 14:45:28 GMT",Yes,3,Currents Project,Not Granted,,Unleash Data,General,0.0
6,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,861.8821091289431,1614693642,"Tue, 02 Mar 2021 14:00:42 GMT",Yes,3,Currents Project,Not Granted,,Unleash Data,General,0.0
10,0x105DfEd176B4c5Ba488Ee5F4362638Ab0216b8c4,53455.39570675277,1614701115,"Tue, 02 Mar 2021 16:05:15 GMT",Yes,3,Data Whale,Funded,Completed,Unleash Data,General,10000.0
30,0xfFFcDe5289A1299d2D6A845EC6Ebc51361CE3e6e,2407.3,1614853032,"Thu, 04 Mar 2021 10:17:12 GMT",Yes,3,Data Whale,Funded,Completed,Unleash Data,General,10000.0
60,0x0225DD447C812cdEb436352eb44f3ad03B2a4288,22811.92132,1614917715,"Fri, 05 Mar 2021 04:15:15 GMT",Yes,3,Data Whale,Funded,Completed,Unleash Data,General,10000.0
22,0xE0093f7A481f1545d4A656726735E544Eb98eD93,250000.000000004,1614782660,"Wed, 03 Mar 2021 14:44:20 GMT",Yes,3,Data Whale,Funded,Completed,Unleash Data,General,10000.0
42,0x5e22b34F2708EA7e25918B8FCF816F9CfF27a331,7473.645087337567,1614873702,"Thu, 04 Mar 2021 16:01:42 GMT",Yes,3,Data Whale,Funded,Completed,Unleash Data,General,10000.0
56,0x5b520E99129194105c465230D3Cb6C9E4B172147,593275.6,1614904335,"Fri, 05 Mar 2021 00:32:15 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
44,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,11876.9,1614886977,"Thu, 04 Mar 2021 19:42:57 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
63,0x77A6B981f8Be856E1670bE732Df657350d8Ff0e3,1555.789067672612,1614934001,"Fri, 05 Mar 2021 08:46:41 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
72,0x7168c9630b37A203Ac68c9Ab1b821F22e6e71005,10.0,1614935801,"Fri, 05 Mar 2021 09:16:41 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
33,0x8D75eE3E590EB8Fc233dAa6496157C5410484Ac0,23.38,1614861356,"Thu, 04 Mar 2021 12:35:56 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
64,0x65C1eBE9C4B97DC77186579Ba98c856cf203582b,70.0,1614935188,"Fri, 05 Mar 2021 09:06:28 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
66,0xb1B1dba36512C4943F2D517D2EdC256875404C5d,79115.6431,1614935424,"Fri, 05 Mar 2021 09:10:24 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
46,0x14af5647Ca3a36CaD8fa8a920A8C8ff2aC558E4e,2808.256222432525,1614889328,"Thu, 04 Mar 2021 20:22:08 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
29,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,206.09424495514708,1614847711,"Thu, 04 Mar 2021 08:48:31 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
68,0x1b25bE82A101Bc66434D78eA0e22D00d498Ccedf,10.0,1614935517,"Fri, 05 Mar 2021 09:11:57 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
69,0xEdd9Cdb57Cc3Be6FA54A6a135B9A8A4448A36982,10.0,1614935567,"Fri, 05 Mar 2021 09:12:47 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
70,0x3F3440A7ac383C0cbFa088A2A7D2D945f8331De1,10.0,1614935617,"Fri, 05 Mar 2021 09:13:37 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
59,0x5A877a6B662B6b2D19B3366cD766E67C300e91fF,0.45817,1614910508,"Fri, 05 Mar 2021 02:15:08 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
47,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,41365.77006754,1614889617,"Thu, 04 Mar 2021 20:26:57 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
71,0x3CC29F2b324B4F72b60585EFc44cA99354DDAa62,10.0,1614935727,"Fri, 05 Mar 2021 09:15:27 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
20,0xd76dB3264b6b3E44AA9086Be25D876e4a73712f8,2498.408375070997,1614752287,"Wed, 03 Mar 2021 06:18:07 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
1,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.7966754449892,1614691234,"Tue, 02 Mar 2021 13:20:34 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
9,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,226153.42552137488,1614700699,"Tue, 02 Mar 2021 15:58:19 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
49,0xf990AD1561D0846bCC7ac04130c926b7259Fe7cA,5209.202895690745,1614896058,"Thu, 04 Mar 2021 22:14:18 GMT",Yes,3,DataUnion Foundation,Funded,Completed,Unleash Data,General,10000.0
54,0xCb4a0C0f4311C980C58EAf50717a7739480E0659,161528.88844952,1614896902,"Thu, 04 Mar 2021 22:28:22 GMT",Yes,3,Degen Triggers,Funded,Unreported,Build & Integrate,General,10000.0
39,0xf773829a6cFF2a51B8fC4E0D146faE34182bf119,20000.0,1614868979,"Thu, 04 Mar 2021 14:42:59 GMT",Yes,3,Degen Triggers,Funded,Unreported,Build & Integrate,General,10000.0
35,0x27B3035ab7F71d711dE25f114768F5F64B61857B,44349.8,1614864756,"Thu, 04 Mar 2021 13:32:36 GMT",Yes,3,Dounty,Funded,Unreported,Build & Integrate,General,10000.0
55,0x5281aD053cC8906d08E9520318A76db767CEeB4b,33000.0,1614896999,"Thu, 04 Mar 2021 22:29:59 GMT",Yes,3,Dounty,Funded,Unreported,Build & Integrate,General,10000.0
92,0xFbC9eE66db33282e10d4173C3c22d73555A9BAE4,12000.0,1614945412,"Fri, 05 Mar 2021 11:56:52 GMT",Yes,3,Dounty,Funded,Unreported,Build & Integrate,General,10000.0
75,0x1491e29aDc7a1aa6F8a7e6da5aC0D77BcD7D859E,26000.0,1614941622,"Fri, 05 Mar 2021 10:53:42 GMT",Yes,3,Dounty,Funded,Unreported,Build & Integrate,General,10000.0
88,0xcA3b40E3C90753eeA6f9B93001480e107be38dd7,4011.114249124189,1614944980,"Fri, 05 Mar 2021 11:49:40 GMT",Yes,3,EU Regulations,Not Granted,,Outreach,General,0.0
94,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,11325.537953130726,1614945520,"Fri, 05 Mar 2021 11:58:40 GMT",Yes,3,EU Regulations,Not Granted,,Outreach,General,0.0
93,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,25434.1,1614945460,"Fri, 05 Mar 2021 11:57:40 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
87,0x359a76dB7aFDAd46f0e2C6699eC768c1064C86Ca,8657.946014793397,1614944761,"Fri, 05 Mar 2021 11:46:01 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
26,0xF0e5094e51CDD81eBD68dD3F19AA580E2396A94D,10771.17339332855,1614805814,"Wed, 03 Mar 2021 21:10:14 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
21,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,639.425197827362,1614774170,"Wed, 03 Mar 2021 12:22:50 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
82,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,23962.652544037217,1614942982,"Fri, 05 Mar 2021 11:16:22 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
81,0x362CfE20851584DF00a670b2c8460A3aafD35839,25050.0,1614942946,"Fri, 05 Mar 2021 11:15:46 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
80,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,1614942583,"Fri, 05 Mar 2021 11:09:43 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
61,0x5D2B315C465e133a346C960F46f5AA1ED88a3179,40752.92984316724,1614917934,"Fri, 05 Mar 2021 04:18:54 GMT",Yes,3,German AI/ML,Funded,Completed,Outreach,General,10000.0
91,0x5acE9C30085572c0E01aE56922Ef61A4F894abd8,20000.0,1614945356,"Fri, 05 Mar 2021 11:55:56 GMT",Yes,3,Improve DAO Voting,Not Granted,,DAO,General,0.0
78,0x97072299584503B7F9ae9A48CbcD30C0Ae2274A2,20000.0,1614941959,"Fri, 05 Mar 2021 10:59:19 GMT",Yes,3,Improve DAO Voting,Not Granted,,DAO,General,0.0
76,0x1d4df77B21a54A30735E18512613CfB87D83A8Ce,800.0,1614941811,"Fri, 05 Mar 2021 10:56:51 GMT",Yes,3,Improve DAO Voting,Not Granted,,DAO,General,0.0
36,0xa5a8c36e3f9C922BCfa56Cd05B5a4Ac6F8313827,68272.81537847506,1614868056,"Thu, 04 Mar 2021 14:27:36 GMT",Yes,3,Improve DAO Voting,Not Granted,,DAO,General,0.0
83,0xCeaAD86848Dc118337b97eD7a0Fdba36Da6f03D4,7038.504908349983,1614944050,"Fri, 05 Mar 2021 11:34:10 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
77,0xbD1eF9F9c500aa2828b918a769B03F18C3d5545f,32681.74170840433,1614941877,"Fri, 05 Mar 2021 10:57:57 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
74,0xcFd1d657f820404fEdb594E5B0981a1b03Dd6BEf,48159.7488,1614936552,"Fri, 05 Mar 2021 09:29:12 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
0,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,1614691179,"Tue, 02 Mar 2021 13:19:39 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
23,0xcBdD51CF4e679542de0AC059Ae7399d798870F5F,29999.97808381,1614783238,"Wed, 03 Mar 2021 14:53:58 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
3,0x34335050Aa618DA5F5187E7644f0b86a015E55d3,36965.25773613341,1614692143,"Tue, 02 Mar 2021 13:35:43 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
4,0x5De4EA2F4fDe1823ea0432FbeB7E8E7a69f8987C,5340.749815216586,1614692202,"Tue, 02 Mar 2021 13:36:42 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
5,0xd647b65fF1e4b25E3d2Dc86553A42c2675072A1a,16500.0,1614692500,"Tue, 02 Mar 2021 13:41:40 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
11,0xef37BE5ABF9596B4df70AE9160947866f2355455,109.13374,1614701776,"Tue, 02 Mar 2021 16:16:16 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
12,0xe2C699FE9addaFD708eDb900eA7e5F4a25e0a33B,2573.408375071,1614704731,"Tue, 02 Mar 2021 17:05:31 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
16,0x12BD31628075C20919BA838b89F414241b8c4869,277855.1402307785,1614720406,"Tue, 02 Mar 2021 21:26:46 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
24,0xfc1719d6eDC4318820d02C725b4F6e530D11Bebb,10177.493,1614788866,"Wed, 03 Mar 2021 16:27:46 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
27,0x2A6d066aC40a99785991D29A8D3Efbda705089Bc,355.84077894076626,1614808674,"Wed, 03 Mar 2021 21:57:54 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
32,0xD01559BB03cc83d4661193b513e5A083Ad0cc8Cf,517.1491224760003,1614856670,"Thu, 04 Mar 2021 11:17:50 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
95,0xa377b5AF83fF07387d8f5c9ffAc55C9c2d507755,50000.0,1614945530,"Fri, 05 Mar 2021 11:58:50 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
40,0xA46e197ca6552bC98e98324fCD9a23A1cd0b028A,323.96790066799656,1614869357,"Thu, 04 Mar 2021 14:49:17 GMT",Yes,3,Ocean Academy,Funded,Unreported,Outreach,General,10000.0
50,0xbdD5d655ad781FB9929BFe515EB4A50090444C21,88372.30939704755,1614896171,"Thu, 04 Mar 2021 22:16:11 GMT",Yes,3,Ocean Dashboard,Funded,Unreported,Build & Integrate,General,10000.0
89,0x7f95BFed6958e9B0A6de3bF270B3Cd996aF926d7,25000.0,1614945269,"Fri, 05 Mar 2021 11:54:29 GMT",Yes,3,Ocean Dashboard,Funded,Unreported,Build & Integrate,General,10000.0
79,0xB04213ffB04b850773c1F94124b2871e210522B3,20000.0,1614942208,"Fri, 05 Mar 2021 11:03:28 GMT",Yes,3,Ocean Dashboard,Funded,Unreported,Build & Integrate,General,10000.0
13,0x5f532E354A72eE73778f03E16823A2c2E2fb312B,1000.0,1614705463,"Tue, 02 Mar 2021 17:17:43 GMT",Yes,3,Ocean x DeFi,Not Granted,,Outreach,General,0.0
34,0x847C4D3aD410E64e1456A5Bb91B6085D9720D6f0,3.7638532820805417,1614864640,"Thu, 04 Mar 2021 13:30:40 GMT",Yes,3,Pool Screener,Funded,Unreported,Build & Integrate,General,10000.0
53,0x03310BaF844Bfe66aaDd339c73F9229F35aA4c6d,106384.0,1614896593,"Thu, 04 Mar 2021 22:23:13 GMT",Yes,3,Pool Screener,Funded,Unreported,Build & Integrate,General,10000.0
38,0xC767B8d677bEB0A91bB511f20D533cA7Dd524494,20000.0,1614868496,"Thu, 04 Mar 2021 14:34:56 GMT",Yes,3,Pool Screener,Funded,Unreported,Build & Integrate,General,10000.0
51,0xCeea299D63fdd2d05B4406918A1bDEb429a24316,300000.0,1614896265,"Thu, 04 Mar 2021 22:17:45 GMT",Yes,3,PoolGov,Funded,Unreported,Build & Integrate,General,10000.0
52,0x4832bEaD468a1e5D54b00e38C8B63d319d95e28E,4.1,1614896382,"Thu, 04 Mar 2021 22:19:42 GMT",Yes,3,PoolGov,Funded,Unreported,Build & Integrate,General,10000.0
37,0xf84a022c73F3547932bdb3Cf4a356315fDc76748,11780.0,1614868128,"Thu, 04 Mar 2021 14:28:48 GMT",Yes,3,PoolGov,Funded,Unreported,Build & Integrate,General,10000.0
31,0xE4201EAEb2f31D0d8321aEF77936Aa403a4CcC25,691.6080363431827,1614854076,"Thu, 04 Mar 2021 10:34:36 GMT",Yes,3,PoolGov,Funded,Unreported,Build & Integrate,General,10000.0
15,0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,1000.06,1614714656,"Tue, 02 Mar 2021 19:50:56 GMT",Yes,3,Project Coral,Funded,Completed,Outreach,General,10000.0
62,0xEE20a558770B99AC312c396e19Bd9814345836FC,15000.0,1614926621,"Fri, 05 Mar 2021 06:43:41 GMT",Yes,3,Project Coral,Funded,Completed,Outreach,General,10000.0
25,0xb99cd08C2601a51EBBfCBaf8B9C18056E19ABC9D,20000.0,1614801713,"Wed, 03 Mar 2021 20:01:53 GMT",Yes,3,Project Coral,Funded,Completed,Outreach,General,10000.0
28,0x33359285F30E7B3386dE70ca500F4fe27853765B,500.0,1614818346,"Thu, 04 Mar 2021 00:39:06 GMT",Yes,3,Project Coral,Funded,Completed,Outreach,General,10000.0
