,address,balance,timestamp,dateUtc,Vote,Round,Project Name,Proposal State,Proposal Standing,Grant Category,Earmarks,OCEAN Granted
43,0xDE32cf2f4b32ccde6429a2EBDdCD768755Cf9bef,46955.23190198775,1614875479,"Thu, 04 Mar 2021 16:31:19 GMT",Yes,3,Project Coral,Funded,Completed,Outreach,General,10000.0
90,0xFc2400FBF265f1fFbE319C7949f58a9a3D388B96,50000.0,1614945312,"Fri, 05 Mar 2021 11:55:12 GMT",Yes,3,Project Coral,Funded,Completed,Outreach,General,10000.0
19,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,11078.0,1614733461,"Wed, 03 Mar 2021 01:04:21 GMT",Yes,3,Resilient ML,Not Granted,,Unleash Data,General,0.0
18,0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,14222.739,1614733287,"Wed, 03 Mar 2021 01:01:27 GMT",Yes,3,Resilient ML,Not Granted,,Unleash Data,General,0.0
58,0x903322C7E45A60d7c8C3EA236c5beA9Af86310c7,2607.618483374461,1614906391,"Fri, 05 Mar 2021 01:06:31 GMT",Yes,3,Resilient ML,Not Granted,,Unleash Data,General,0.0
73,0x99Cc272F3921b28B99c5Ff7CA932Cbb2878bB56B,10.0,1614935859,"Fri, 05 Mar 2021 09:17:39 GMT",Yes,3,RugPullIndex,Funded,Completed,Build & Integrate,General,10000.0
14,0x2BcA3836741FE09f690ca7F1EDfCED65968D57C3,33532.8,1614710333,"Tue, 02 Mar 2021 18:38:53 GMT",Yes,3,RugPullIndex,Funded,Completed,Build & Integrate,General,10000.0
57,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,200000.0,1614905808,"Fri, 05 Mar 2021 00:56:48 GMT",Yes,3,RugPullIndex,Funded,Completed,Build & Integrate,General,10000.0
2,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,208.2273024327588,1614692012,"Tue, 02 Mar 2021 13:33:32 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
8,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,178153.2390210113,1614699698,"Tue, 02 Mar 2021 15:41:38 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
48,0x2da922CBeB06c377741a51dDc85c735429Bc2965,1373.408375071,1614891354,"Thu, 04 Mar 2021 20:55:54 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
85,0x096b4d5776D44CAE05880e0703C9958b08B11F39,50000.0,1614944185,"Fri, 05 Mar 2021 11:36:25 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
84,0xA95cCef9561842495E7538d0dD97cE1ABF0a5242,50000.0,1614944119,"Fri, 05 Mar 2021 11:35:19 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
41,0x8929cF80A1C2D7870cB8834cc72E00284925BD84,1800.0,1614871696,"Thu, 04 Mar 2021 15:28:16 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
17,0x01b8744f70cE3386aac11365516B231A78004198,51363.91965735298,1614722795,"Tue, 02 Mar 2021 22:06:35 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
86,0x3c4De357a7B0aF670960e375C0a0abbFbAFeAce3,180.550400479269,1614944585,"Fri, 05 Mar 2021 11:43:05 GMT",Yes,3,Votes4LPs,Funded,Funds Returned,Build & Integrate,General,10000.0
67,0x404471124c6BF598A1f6d8a59c7365a9ef02CC36,10.0,1614935445,"Fri, 05 Mar 2021 09:10:45 GMT",Yes,3,Voting Mechanism Design,Not Granted,,DAO,General,0.0
65,0x3977910e51Fcc11D0E2A8eCAAD2fE32e275e7cF7,70.0,1614935379,"Fri, 05 Mar 2021 09:09:39 GMT",Yes,3,Voting Mechanism Design,Not Granted,,DAO,General,0.0
45,0xF15f1d005a0Dd034b5760fA8e2f71be45289e0bA,5293.285648015221,1614887555,"Thu, 04 Mar 2021 19:52:35 GMT",Yes,3,Voting Mechanism Design,Not Granted,,DAO,General,0.0
65,0x65f4424CEa0593c53Fe4E34d55455238BD058a6c,2953.513179945244,1617472933,"Sat, 03 Apr 2021 18:02:13 GMT",Yes,4,Coral Market,Funded,Completed,Build & Integrate,General,6500.0
88,0x12BD31628075C20919BA838b89F414241b8c4869,279790.69134357345,1617620532,"Mon, 05 Apr 2021 11:02:12 GMT",Yes,4,Coral Market,Funded,Completed,Build & Integrate,General,6500.0
50,0xcFd1d657f820404fEdb594E5B0981a1b03Dd6BEf,48159.7488,1617460232,"Sat, 03 Apr 2021 14:30:32 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
16,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,237621.4852153739,1617352737,"Fri, 02 Apr 2021 08:38:57 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
22,0x2F58209C49465fE33Ce69A76B2506e78D4575e0B,421.0250708473724,1617360030,"Fri, 02 Apr 2021 10:40:30 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
74,0xd8a7b5F1bf69b66a1ba464aF5c6adBA17C120EEC,963.7461823502504,1617557019,"Sun, 04 Apr 2021 17:23:39 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
99,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,218198.40570214097,1617623965,"Mon, 05 Apr 2021 11:59:25 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
33,0x536f22FC24c7ACefaF828b7e9A177a1389B18D2b,10.0,1617377705,"Fri, 02 Apr 2021 15:35:05 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
82,0xd76dB3264b6b3E44AA9086Be25D876e4a73712f8,2548.408375070997,1617606709,"Mon, 05 Apr 2021 07:11:49 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
84,0x8a4C36a99b0418BF95A155160C31A267EBCA8754,96010.6554507461,1617614166,"Mon, 05 Apr 2021 09:16:06 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
81,0x8D75eE3E590EB8Fc233dAa6496157C5410484Ac0,7023.38,1617606442,"Mon, 05 Apr 2021 07:07:22 GMT",Yes,4,DataUnion Foundation,Funded,Completed,Build & Integrate,General,6500.0
34,0xA65313E7B71609de3A6e7b5538De302d2349F90d,1257.1074629056393,1617381449,"Fri, 02 Apr 2021 16:37:29 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
49,0xb1B1dba36512C4943F2D517D2EdC256875404C5d,71365.6431,1617460086,"Sat, 03 Apr 2021 14:28:06 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
51,0x1baa58B014BfCA125F1F0F1CC4bA91A279A7f679,10.0,1617461290,"Sat, 03 Apr 2021 14:48:10 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
52,0x7168c9630b37A203Ac68c9Ab1b821F22e6e71005,10.0,1617461318,"Sat, 03 Apr 2021 14:48:38 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
53,0x3CC29F2b324B4F72b60585EFc44cA99354DDAa62,10.0,1617461358,"Sat, 03 Apr 2021 14:49:18 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
54,0x3F3440A7ac383C0cbFa088A2A7D2D945f8331De1,10.0,1617461392,"Sat, 03 Apr 2021 14:49:52 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
45,0xE0dc24A3d7478eB840dC63baa20fcB06cdB123BE,200000.0,1617455913,"Sat, 03 Apr 2021 13:18:33 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
56,0xEdd9Cdb57Cc3Be6FA54A6a135B9A8A4448A36982,10.0,1617461430,"Sat, 03 Apr 2021 14:50:30 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
38,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,2260.87,1617392022,"Fri, 02 Apr 2021 19:33:42 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
57,0x1b25bE82A101Bc66434D78eA0e22D00d498Ccedf,10.0,1617461451,"Sat, 03 Apr 2021 14:50:51 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
58,0x404471124c6BF598A1f6d8a59c7365a9ef02CC36,10.0,1617461475,"Sat, 03 Apr 2021 14:51:15 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
59,0x3977910e51Fcc11D0E2A8eCAAD2fE32e275e7cF7,70.0,1617461496,"Sat, 03 Apr 2021 14:51:36 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
60,0x65C1eBE9C4B97DC77186579Ba98c856cf203582b,70.0,1617461520,"Sat, 03 Apr 2021 14:52:00 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
20,0xE411e7726452CEB6aCC593126962Adf893D2b1A6,4865.814655564045,1617358654,"Fri, 02 Apr 2021 10:17:34 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
39,0x5C160D106BE874649E114617b3DE197f936A3A70,500.0,1617395819,"Fri, 02 Apr 2021 20:36:59 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
19,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,10206.325197827362,1617356876,"Fri, 02 Apr 2021 09:47:56 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
66,0x4c2780755A9DA50D0cd1190ae95957a460083477,107.48939,1617476383,"Sat, 03 Apr 2021 18:59:43 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
67,0x359a76dB7aFDAd46f0e2C6699eC768c1064C86Ca,8643.259971391395,1617476708,"Sat, 03 Apr 2021 19:05:08 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
70,0x11F8290D64bf5Cc592061f097C0a012edADEb55F,32700.9,1617543408,"Sun, 04 Apr 2021 13:36:48 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
11,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,38165.02967385932,1617349936,"Fri, 02 Apr 2021 07:52:16 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
72,0x6bac48867BC94Ff20B4C62b21d484a44D04d342C,846.5008205470074,1617553837,"Sun, 04 Apr 2021 16:30:37 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
78,0xD896038c67EC4273aF33059f4b980a01587fd7BC,93748.0757836409,1617602574,"Mon, 05 Apr 2021 06:02:54 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
89,0x402A3BF08EF5F37Bf2E3dBa30BAdAb5B7A47Ff02,11802.10424915557,1617620764,"Mon, 05 Apr 2021 11:06:04 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
91,0x14af5647Ca3a36CaD8fa8a920A8C8ff2aC558E4e,2000.6378396718665,1617621069,"Mon, 05 Apr 2021 11:11:09 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
95,0x154B0B91D55759936f8189205C821a63a9433D58,19963.871452316,1617622899,"Mon, 05 Apr 2021 11:41:39 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
61,0x99Cc272F3921b28B99c5Ff7CA932Cbb2878bB56B,10.0,1617461561,"Sat, 03 Apr 2021 14:52:41 GMT",Yes,4,Green Light,Funded,In Progress,Outreach,General,6500.0
21,0x97072299584503B7F9ae9A48CbcD30C0Ae2274A2,81988.0,1617359911,"Fri, 02 Apr 2021 10:38:31 GMT",Yes,4,Ocean Dashboard,Funded,Unreported,Build & Integrate,General,6500.0
68,0xa5a8c36e3f9C922BCfa56Cd05B5a4Ac6F8313827,68272.81537847506,1617525979,"Sun, 04 Apr 2021 08:46:19 GMT",Yes,4,Ocean Dashboard,Funded,Unreported,Build & Integrate,General,6500.0
69,0x85799fF1c86f89FE9fB07773d1d240763b6039Ce,2148.580435702156,1617540330,"Sun, 04 Apr 2021 12:45:30 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
43,0xE0093f7A481f1545d4A656726735E544Eb98eD93,100000.000000004,1617434624,"Sat, 03 Apr 2021 07:23:44 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
0,0x67bCdFcdFc4f4fF2D6688A23717480548016e98d,6711.701,1617328283,"Fri, 02 Apr 2021 01:51:23 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
27,0x31D6F76196875D7e8BCe72b0a772acaa09C4aB62,15.89093679209778,1617364439,"Fri, 02 Apr 2021 11:53:59 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
17,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,184.61219519029143,1617354416,"Fri, 02 Apr 2021 09:06:56 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
18,0x2b414F861a1EdDb611D59Ef1a7438181B7572742,59.273803250198654,1617356614,"Fri, 02 Apr 2021 09:43:34 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
23,0xCeaAD86848Dc118337b97eD7a0Fdba36Da6f03D4,7015.2476324091485,1617361293,"Fri, 02 Apr 2021 11:01:33 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
24,0x45E48C0a6Fe8b759652624451C83387130C58367,1030.5797431198828,1617363642,"Fri, 02 Apr 2021 11:40:42 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
25,0x01b8744f70cE3386aac11365516B231A78004198,41363.91965735298,1617364231,"Fri, 02 Apr 2021 11:50:31 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
26,0xD36c90953CeB066b59FA44594d6e3852F256A379,3119.6392298845867,1617364399,"Fri, 02 Apr 2021 11:53:19 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
10,0xa449B792C5629c6ba6117C0a4C707bE42C5f81B4,278.0,1617349732,"Fri, 02 Apr 2021 07:48:52 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
28,0x673B4bA7587Ea8D6B45B9090efd3ED8c04d137cD,1753.3107949493983,1617365068,"Fri, 02 Apr 2021 12:04:28 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
1,0x0B2dF028C26bA1f58e6eA282b2a1D515d99Ae282,1035.2494653672263,1617329038,"Fri, 02 Apr 2021 02:03:58 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
2,0xD245026b6fDC76b8cD7d9bB2D3BA560F6D7dd439,106936.651019245,1617330027,"Fri, 02 Apr 2021 02:20:27 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
32,0xfFFcDe5289A1299d2D6A845EC6Ebc51361CE3e6e,2407.3,1617376606,"Fri, 02 Apr 2021 15:16:46 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
3,0xC0A5C64375A349930d3d57195f4e4145c67c5915,937.7756008568554,1617332778,"Fri, 02 Apr 2021 03:06:18 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
6,0xef37BE5ABF9596B4df70AE9160947866f2355455,109.13374,1617343559,"Fri, 02 Apr 2021 06:05:59 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
37,0x7Dc445E2B251e82bd45A4401e72Cf60b6B4a13aB,14932.840600173113,1617389285,"Fri, 02 Apr 2021 18:48:05 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
31,0xD136C1A2CF7b033093E449F72062b835254Ab23e,287.98332363982,1617368753,"Fri, 02 Apr 2021 13:05:53 GMT",Yes,4,Oort Digital Platform,Funded,Unreported,Build & Integrate,General,6500.0
30,0xa047B7AAf190c99FbdA2Baea8c05DEF546040FA3,419.0,1617366594,"Fri, 02 Apr 2021 12:29:54 GMT",Yes,4,Papers,Funded,Unreported,Build & Integrate,General,6500.0
29,0x9012eEE622e771057863998Ca26c8F45b3BDDb1a,917.6876674723284,1617365767,"Fri, 02 Apr 2021 12:16:07 GMT",Yes,4,Papers,Funded,Unreported,Build & Integrate,General,6500.0
35,0x42a19cd756651A488f1899157c45Af929bf3695F,32000.0,1617386379,"Fri, 02 Apr 2021 17:59:39 GMT",Yes,4,Papers,Funded,Unreported,Build & Integrate,General,6500.0
7,0xb821A211957E317aF957b28e7292b27a8f9A3b73,898.718686353844,1617345886,"Fri, 02 Apr 2021 06:44:46 GMT",Yes,4,Papers,Funded,Unreported,Build & Integrate,General,6500.0
47,0x2bb3a3a488161e2B406Ea4512aFe331eDAc998C9,10.0,1617459142,"Sat, 03 Apr 2021 14:12:22 GMT",Yes,4,Posthuman AI,Funded,Completed,Build & Integrate,General,6500.0
92,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,35000.0,1617622425,"Mon, 05 Apr 2021 11:33:45 GMT",Yes,4,Posthuman AI,Funded,Completed,Build & Integrate,General,6500.0
5,0x21e06646433954AaBaCE8E3d93d502e423249299,1005.5231796488862,1617343091,"Fri, 02 Apr 2021 05:58:11 GMT",Yes,4,Posthuman AI,Funded,Completed,Build & Integrate,General,6500.0
63,0x33359285F30E7B3386dE70ca500F4fe27853765B,10000.0,1617466590,"Sat, 03 Apr 2021 16:16:30 GMT",Yes,4,Project Coral,Funded,Completed,Outreach,General,6500.0
71,0xC715bFb9bB4f2630bFc1402bE176A023dFF2bE95,44672.54346121938,1617544945,"Sun, 04 Apr 2021 14:02:25 GMT",Yes,4,Project Coral,Funded,Completed,Outreach,General,6500.0
85,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,13764.185743921396,1617618341,"Mon, 05 Apr 2021 10:25:41 GMT",Yes,4,Resilient ML,Funded,Completed,Unleash Data,General,6500.0
15,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,11078.0,1617352110,"Fri, 02 Apr 2021 08:28:30 GMT",Yes,4,Resilient ML,Funded,Completed,Unleash Data,General,6500.0
14,0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,14222.739,1617351808,"Fri, 02 Apr 2021 08:23:28 GMT",Yes,4,Resilient ML,Funded,Completed,Unleash Data,General,6500.0
76,0x3D08707c36Cb50c44B676411AaE6Cb078c270efa,3703.243347787359,1617561823,"Sun, 04 Apr 2021 18:43:43 GMT",Yes,4,Resilient ML,Funded,Completed,Unleash Data,General,6500.0
86,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,208.2273024327588,1617619418,"Mon, 05 Apr 2021 10:43:38 GMT",Yes,4,Resilient ML,Funded,Completed,Unleash Data,General,6500.0
75,0xbbd33AFa85539fa65cc08A2e61a001876D2f13FE,9424.695264233884,1617559856,"Sun, 04 Apr 2021 18:10:56 GMT",Yes,4,RugPullIndex,Funded,Completed,Build & Integrate,General,6500.0
77,0xd71B984f8028af956fD5dAcE23Dd4f90475a82CC,49999.73335,1617569570,"Sun, 04 Apr 2021 20:52:50 GMT",Yes,4,RugPullIndex,Funded,Completed,Build & Integrate,General,6500.0
94,0xeC39bE1ABcE3f9af3A6a5A738bCDF915e07fb4fE,3431.9182628281424,1617622514,"Mon, 05 Apr 2021 11:35:14 GMT",Yes,4,RugPullIndex,Funded,Completed,Build & Integrate,General,6500.0
36,0x5D2B315C465e133a346C960F46f5AA1ED88a3179,5913.86533724606,1617386770,"Fri, 02 Apr 2021 18:06:10 GMT",Yes,4,RugPullIndex,Funded,Completed,Build & Integrate,General,6500.0
44,0x2BcA3836741FE09f690ca7F1EDfCED65968D57C3,33532.8,1617446386,"Sat, 03 Apr 2021 10:39:46 GMT",Yes,4,RugPullIndex,Funded,Completed,Build & Integrate,General,6500.0
13,0xb720883cb0e6FF8e9978c91009e3a49F09a13047,587.0,1617351180,"Fri, 02 Apr 2021 08:13:00 GMT",Yes,4,SecondLook,Not Granted,,Build & Integrate,General,6500.0
62,0x3c217C66567F0A0d77F8c83d67CBD99650Ca3c87,49722.55241632657,1617465384,"Sat, 03 Apr 2021 15:56:24 GMT",Yes,4,Swipe AI,Funded,Unreported,Build & Integrate,General,6500.0
90,0x5A877a6B662B6b2D19B3366cD766E67C300e91fF,0.45817,1617621008,"Mon, 05 Apr 2021 11:10:08 GMT",Yes,4,Swipe AI,Funded,Unreported,Build & Integrate,General,6500.0
96,0x5b520E99129194105c465230D3Cb6C9E4B172147,593275.6,1617623048,"Mon, 05 Apr 2021 11:44:08 GMT",Yes,4,Swipe AI,Funded,Unreported,Build & Integrate,General,6500.0
83,0xFc1a540517fB09d967B5fb22c63F975B1e729D4C,38813.69189668341,1617612766,"Mon, 05 Apr 2021 08:52:46 GMT",Yes,4,Swipe AI,Funded,Unreported,Build & Integrate,General,6500.0
9,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,1617349600,"Fri, 02 Apr 2021 07:46:40 GMT",Yes,4,Swipe AI,Funded,Unreported,Build & Integrate,General,6500.0
87,0xbD1eF9F9c500aa2828b918a769B03F18C3d5545f,32681.74170840433,1617619769,"Mon, 05 Apr 2021 10:49:29 GMT",Yes,4,Swipe AI,Funded,Unreported,Build & Integrate,General,6500.0
4,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,600.0,1617335517,"Fri, 02 Apr 2021 03:51:57 GMT",Yes,4,The Currents Project,Not Granted,,Unleash Data,General,6500.0
93,0x903322C7E45A60d7c8C3EA236c5beA9Af86310c7,1884.640484696314,1617622476,"Mon, 05 Apr 2021 11:34:36 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
97,0xA95cCef9561842495E7538d0dD97cE1ABF0a5242,50000.0,1617623677,"Mon, 05 Apr 2021 11:54:37 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
98,0x096b4d5776D44CAE05880e0703C9958b08B11F39,50000.0,1617623710,"Mon, 05 Apr 2021 11:55:10 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
42,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.7966754449892,1617409634,"Sat, 03 Apr 2021 00:27:14 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
79,0xc211CCc4c718877Cda19690715BB81d98694f8A0,1514.05600178107,1617602691,"Mon, 05 Apr 2021 06:04:51 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
8,0x362CfE20851584DF00a670b2c8460A3aafD35839,10000.0,1617349325,"Fri, 02 Apr 2021 07:42:05 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
73,0xE26217836Dd71f49c58a68aD70DabFA1E6d0B75b,4470.414472,1617555958,"Sun, 04 Apr 2021 17:05:58 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
41,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.3817845473446,1617409613,"Sat, 03 Apr 2021 00:26:53 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
12,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,11459.488327302955,1617350133,"Fri, 02 Apr 2021 07:55:33 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
64,0x0354eFEC183eA3A191E4Caca3511CA8EeF4eBF93,2917.0,1617472081,"Sat, 03 Apr 2021 17:48:01 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
55,0x45Bb1B43D178628a436D447e08E3cc044C737534,11545.348616394307,1617461407,"Sat, 03 Apr 2021 14:50:07 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
48,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,47773.328300313806,1617459729,"Sat, 03 Apr 2021 14:22:09 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
46,0x23cd2D49Ded67A12c8b4D345BEFeaC61226D741A,13706.234636960658,1617456021,"Sat, 03 Apr 2021 13:20:21 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
40,0x2da922CBeB06c377741a51dDc85c735429Bc2965,2623.408375071,1617409550,"Sat, 03 Apr 2021 00:25:50 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
80,0x519E21a4BF3eB67d811b04B4d8d44dEaBA5F5e0a,3984.418617104885,1617602751,"Mon, 05 Apr 2021 06:05:51 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
100,0xf50F267b5689b005FE107cfdb34619f24c014457,500.0,1617623976,"Mon, 05 Apr 2021 11:59:36 GMT",Yes,4,deltaDAO,Funded,Completed,Outreach,General,6500.0
